,title,context,question,answers
220,Guam,"Intermittent warfare lasting from July 23, 1670 until July 1695, plus the typhoons of 1671 and 1693, and in particular the smallpox epidemic of 1688, reduced the Chamorro population from 50,000 to 10,000 to less than 5,000.:86 Precipitated by the death of Quipuha, and the murder of Father San Vitores and Pedro Calungsod by local rebel chief Matapang, tensions led to a number of conflicts. Captain Juan de Santiago started a campaign to pacify the island, which was continued by the successive commanders of the Spanish forces.:68–74","Which happened later, the typhoons of 1671 or the smallpox epidemic?",the smallpox epidemic
221,Financial_crisis_of_2007%E2%80%9308,"Senator Charles Schumer (D-NY) would later point out that brokered deposits made up more than 37 percent of IndyMac's total deposits and ask the Federal Deposit Insurance Corporation (FDIC) whether it had considered ordering IndyMac to reduce its reliance on these deposits. With $18.9 billion in total deposits reported on March 31, Senator Schumer would have been referring to a little over $7 billion in brokered deposits. While the breakout of maturities of these deposits is not known exactly, a simple averaging would have put the threat of brokered deposits loss to IndyMac at $500 million a month, had the regulator disallowed IndyMac from acquiring new brokered deposits on June 30.",What company was highlighted by a government employee?,IndyMac
222,Slavs,"DNA samples from 1228 Russians show that the Y chromosomes analyzed, all except 20 (1.6%) fall into seven major haplogroups all characteristic to West Eurasian populations. Taken together, they account for 95% of the total Russian Y chromosomal pool. Only (0.7%) fell into haplogroups that are specific to East and South Asian populations. Mitochondrial DNA (mtDNA) examined in Poles and Russians revealed the presence of all major European haplogroups, which were characterized by similar patterns of distribution in Poles and Russians. An analysis of the DNA did not reveal any specific combinations of unique mtDNA haplotypes and their subclusters. The DNA clearly shows that both Poles and Russians are not different from the neighbouring European populations.",What group includes these people the most?,West Eurasian
223,"Charleston,_South_Carolina","The traditional Charleston accent has long been noted in the state and throughout the South. It is typically heard in wealthy white families who trace their families back generations in the city. It has ingliding or monophthongal long mid-vowels, raises ay and aw in certain environments, and is nonrhotic. Sylvester Primer of the College of Charleston wrote about aspects of the local dialect in his late 19th-century works: ""Charleston Provincialisms"" (1887)  and ""The Huguenot Element in Charleston's Provincialisms"", published in a German journal. He believed the accent was based on the English as it was spoken by the earliest settlers, therefore derived from Elizabethan England and preserved with modifications by Charleston speakers. The rapidly disappearing ""Charleston accent"" is still noted in the local pronunciation of the city's name. Some elderly (and usually upper-class) Charleston natives ignore the 'r' and elongate the first vowel, pronouncing the name as ""Chah-l-ston"". Some observers attribute these unique features of Charleston's speech to its early settlement by French Huguenots and Sephardic Jews (who were primarily English speakers from London), both of whom played influential roles in Charleston's early development and history.[citation needed]",Where are the people from who say Chahlston?,Charleston natives
224,Strasbourg,"Strasbourg, well known as centre of humanism, has a long history of excellence in higher-education, at the crossroads of French and German intellectual traditions. Although Strasbourg had been annexed by the Kingdom of France in 1683, it still remained connected to the German-speaking intellectual world throughout the 18th century and the university attracted numerous students from the Holy Roman Empire, including Goethe, Metternich and Montgelas, who studied law in Strasbourg, among the most prominent. Nowadays, Strasbourg is known to offer among the best university courses in France, after Paris.","Which of the following is not a student: Strasbourg, Goethe or Metternich?",Strasbourg
225,Cyprus,"The events of the summer of 1974 dominate the politics on the island, as well as Greco-Turkish relations. Around 150,000 settlers from Turkey are believed to be living in the north—many of whom were forced from Turkey by the Turkish government—in violation of the Geneva Convention and various UN resolutions. Following the invasion and the capture of its northern territory by Turkish troops, the Republic of Cyprus announced that all of its ports of entry in the north were closed, as they were effectively not under its control.[citation needed]",Who controlled the northern ports,Turkish troops
226,Zinc,"There are many important organozinc compounds. Organozinc chemistry is the science of organozinc compounds describing their physical properties, synthesis and reactions. Among important applications is the Frankland-Duppa Reaction in which an oxalate ester(ROCOCOOR) reacts with an alkyl halide R'X, zinc and hydrochloric acid to the α-hydroxycarboxylic esters RR'COHCOOR, the Reformatskii reaction which converts α-halo-esters and aldehydes to β-hydroxy-esters, the Simmons–Smith reaction in which the carbenoid (iodomethyl)zinc iodide reacts with alkene(or alkyne) and converts them to cyclopropane, the Addition reaction of organozinc compounds to carbonyl compounds. The Barbier reaction (1899) is the zinc equivalent of the magnesium Grignard reaction and is better of the two. In presence of just about any water the formation of the organomagnesium halide will fail, whereas the Barbier reaction can even take place in water. On the downside organozincs are much less nucleophilic than Grignards, are expensive and difficult to handle. Commercially available diorganozinc compounds are dimethylzinc, diethylzinc and diphenylzinc. In one study the active organozinc compound is obtained from much cheaper organobromine precursors:",How could you determine what something is by how something looks and behaves?,Organozinc chemistry
227,Biodiversity,"In absolute terms, the planet has lost 52% of its biodiversity since 1970 according to a 2014 study by the World Wildlife Fund. The Living Planet Report 2014 claims that ""the number of mammals, birds, reptiles, amphibians and fish across the globe is, on average, about half the size it was 40 years ago"". Of that number, 39% accounts for the terrestrial wildlife gone, 39% for the marine wildlife gone, and 76% for the freshwater wildlife gone. Biodiversity took the biggest hit in Latin America, plummeting 83 percent. High-income countries showed a 10% increase in biodiversity, which was canceled out by a loss in low-income countries. This is despite the fact that high-income countries use five times the ecological resources of low-income countries, which was explained as a result of process whereby wealthy nations are outsourcing resource depletion to poorer nations, which are suffering the greatest ecosystem losses.",What are the losses we have caused?,"39% accounts for the terrestrial wildlife gone, 39% for the marine wildlife gone, and 76% for the freshwater wildlife gone"
228,Treaty,"In the United States, the term ""treaty"" has a different, more restricted legal sense than exists in international law. United States law distinguishes what it calls treaties from executive agreement, congressional-executive agreements, and sole executive agreements. All four classes are equally treaties under international law; they are distinct only from the perspective of internal American law. The distinctions are primarily concerning their method of approval. Whereas treaties require advice and consent by two-thirds of the Senators present, sole executive agreements may be executed by the President acting alone. Some treaties grant the President the authority to fill in the gaps with executive agreements, rather than additional treaties or protocols. And finally, congressional-executive agreements require majority approval by both the House and the Senate, either before or after the treaty is signed by the President.",Which type of law has a looser definition of treaty?,international law
229,Orthodox_Judaism,"According to the New Jersey Press Association, several media entities refrain from using the term ""ultra-Orthodox"", including the Religion Newswriters Association; JTA, the global Jewish news service; and the Star-Ledger, New Jersey’s largest daily newspaper. The Star-Ledger was the first mainstream newspaper to drop the term. Several local Jewish papers, including New York's Jewish Week and Philadelphia's Jewish Exponent have also dropped use of the term. According to Rabbi Shammai Engelmayer, spiritual leader of Temple Israel Community Center in Cliffside Park and former executive editor of Jewish Week, this leaves ""Orthodox"" as ""an umbrella term that designates a very widely disparate group of people very loosely tied together by some core beliefs.""",What makes is rather stereotypical term?,Orthodox
230,Han_dynasty,"The Xiongnu, a nomadic steppe confederation, defeated the Han in 200 BC and forced the Han to submit as a de facto inferior partner, but continued their raids on the Han borders. Emperor Wu of Han (r. 141–87 BC) launched several military campaigns against them. The ultimate Han victory in these wars eventually forced the Xiongnu to accept vassal status as Han tributaries. These campaigns expanded Han sovereignty into the Tarim Basin of Central Asia, divided the Xiongnu into two separate confederations, and helped establish the vast trade network known as the Silk Road, which reached as far as the Mediterranean world. The territories north of Han's borders were quickly overrun by the nomadic Xianbei confederation. Emperor Wu also launched successful military expeditions in the south, annexing Nanyue in 111 BC and Dian in 109 BC, and in the Korean Peninsula where the Xuantu and Lelang Commanderies were established in 108 BC.",What is the main idea of the passage?,"forced the Han to submit as a de facto inferior partner, but continued their raids on the Han borders"
231,Namibia,"The dry lands of Namibia were inhabited since early times by San, Damara, Nama and, since about the 14th century AD, by immigrating Bantu who came with the Bantu expansion from central Africa. From the late 18th century onwards, Orlam clans from the Cape Colony crossed the Orange River and moved into the area that today is southern Namibia. Their encounters with the nomadic Nama tribes were largely peaceful. The missionaries accompanying the Orlams were well received by them, the right to use waterholes and grazing was granted against an annual payment. On their way further northwards, however, the Orlams encountered clans of the Herero tribe at Windhoek, Gobabis, and Okahandja which were less accommodating. The Nama-Herero War broke out in 1880, with hostilities ebbing only when Imperial Germany deployed troops to the contested places and cemented the status quo between Nama, Orlams, and Herero.",Who had missionaries,Orlams
232,Federalism,"The post-Imperial nature of Russian subdivision of government changed towards a generally autonomous model which began with the establishment of the USSR (of which Russia was governed as part). It was liberalized in the aftermath of the Soviet Union, with the reforms under Boris Yeltsin preserving much of the Soviet structure while applying increasingly liberal reforms to the governance of the constituent republics and subjects (while also coming into conflict with Chechen secessionist rebels during the Chechen War). Some of the reforms under Yeltsin were scaled back by Vladimir Putin.",The act or process of removing restrictions on something is called?,liberalized
233,Thuringia,"The Thuringian Realm existed until 531 and later, the Landgraviate of Thuringia was the largest state in the region, persisting between 1131 and 1247. Afterwards there was no state named Thuringia, nevertheless the term commonly described the region between the Harz mountains in the north, the Weiße Elster river in the east, the Franconian Forest in the south and the Werra river in the west. After the Treaty of Leipzig, Thuringia had its own dynasty again, the Ernestine Wettins. Their various lands formed the Free State of Thuringia, founded in 1920, together with some other small principalities. The Prussian territories around Erfurt, Mühlhausen and Nordhausen joined Thuringia in 1945.",What was the name of Thuringia in the late 12th century?,Landgraviate of Thuringia
234,Alexander_Graham_Bell,"The question of priority for the variable resistance feature of the telephone was raised by the examiner before he approved Bell's patent application. He told Bell that his claim for the variable resistance feature was also described in Gray's caveat. Bell pointed to a variable resistance device in Bell's previous application in which Bell described a cup of mercury, not water. Bell had filed the mercury application at the patent office a year earlier on February 25, 1875, long before Elisha Gray described the water device. In addition, Gray abandoned his caveat, and because he did not contest Bell's priority, the examiner approved Bell's patent on March 3, 1876. Gray had reinvented the variable resistance telephone, but Bell was the first to write down the idea and the first to test it in a telephone.",How could Bell validate his claim for the patent without the one cup of mercury statement?,"Bell had filed the mercury application at the patent office a year earlier on February 25, 1875, long before Elisha Gray described the water device"
235,Edmund_Burke,"Burke claimed that Bolingbroke's arguments against revealed religion could apply to all social and civil institutions as well. Lord Chesterfield and Bishop Warburton (and others) initially thought that the work was genuinely by Bolingbroke rather than a satire. All the reviews of the work were positive, with critics especially appreciative of Burke's quality of writing. Some reviewers failed to notice the ironic nature of the book, which led to Burke stating in the preface to the second edition (1757) that it was a satire.",What flew over some people's heads?,the ironic nature of the book
236,Pain,"Breakthrough pain is transitory acute pain that comes on suddenly and is not alleviated by the patient's normal pain management. It is common in cancer patients who often have background pain that is generally well-controlled by medications, but who also sometimes experience bouts of severe pain that from time to time ""breaks through"" the medication. The characteristics of breakthrough cancer pain vary from person to person and according to the cause. Management of breakthrough pain can entail intensive use of opioids, including fentanyl.","Which type of pain is more severe, breakthrough or background?",Breakthrough
237,Bill_%26_Melinda_Gates_Foundation,"In mid 2011, the Foundation announced in its new ""Water, Sanitation, Hygiene Strategy Overview"" that its funding now focuses primarily on sanitation, particularly in sub-Saharan Africa and South Asia, because access to improved sanitation is lowest in those regions. Their grant-making focus has been since 2011 on sanitation science and technology (""transformative technologies""), delivery models at scale, urban sanitation markets, building demand for sanitation, measurement and evaluation as well as policy, advocacy and communications.",What have the earnings leanings been aiming for?,"sanitation science and technology (""transformative technologies""), delivery models at scale, urban sanitation markets, building demand for sanitation, measurement and evaluation as well as policy, advocacy and communications"
238,Marshall_Islands,"The Spanish ship San Pedro and two other vessels in an expedition commanded by Miguel López de Legazpi discovered an island on January 9, 1530, possibly Mejit, at 10°N, which they named ""Los Barbudos"". The Spaniards went ashore and traded with the local inhabitants. On January 10, the Spaniards sighted another island that they named ""Placeres"", perhaps Ailuk; ten leagues away, they sighted another island that they called ""Pajares"" (perhaps Jemo). On January 12, they sighted another island at 10°N that they called ""Corrales"" (possibly Wotho). On January 15, the Spaniards sighted another low island, perhaps Ujelang, at 10°N, where they described the people on ""Barbudos"". After that, ships including the San Jeronimo, Los Reyes and Todos los Santos also visited the islands in different years.",What was the name of the island?,Mejit
239,Intellectual_property,"Criticism of the term intellectual property ranges from discussing its vagueness and abstract overreach to direct contention to the semantic validity of using words like property and rights in fashions that contradict practice and law. Many detractors think this term specially serves the doctrinal agenda of parties opposing reform in the public interest or otherwise abusing related legislations; and that it disallows intelligent discussion about specific and often unrelated aspects of copyright, patents, trademarks, etc.",What are the complaints concerned the use of the term intellectual property?,discussing its vagueness and abstract overreach to direct contention to the semantic validity of using words like property and rights in fashions that contradict practice and law
240,Adolescence,"Given the potential consequences, engaging in sexual behavior is somewhat risky, particularly for adolescents. Having unprotected sex, using poor birth control methods (e.g. withdrawal), having multiple sexual partners, and poor communication are some aspects of sexual behavior that increase individual and/or social risk. Some qualities of adolescents' lives that are often correlated with risky sexual behavior include higher rates of experienced abuse, lower rates of parental support and monitoring. Adolescence is also commonly a time of questioning sexuality and gender. This may involve intimate experimentation with people identifying as the same gender as well as with people of differing genders. Such exploratory sexual behavior can be seen as similar to other aspects of identity, including the exploration of vocational, social, and leisure identity, all of which involve some risk.",Use of condoms is a more effective than what other less effective method?,withdrawal
241,BeiDou_Navigation_Satellite_System,"The BeiDou-2 system began offering services for the Asia-Pacific region in December 2012. At this time, the system could provide positioning data between longitude 55°E to 180°E and from latitude 55°S to 55°N.",Where can we see absolute location?,longitude 55°E to 180°E and from latitude 55°S to 55°N
242,Copper,"Copper is synthesized in massive stars and is present in the Earth's crust at a concentration of about 50 parts per million (ppm), where it occurs as native copper or in minerals such as the copper sulfides chalcopyrite and chalcocite, the copper carbonates azurite and malachite, and the copper(I) oxide mineral cuprite. The largest mass of elemental copper discovered weighed 420 tonnes and was found in 1857 on the Keweenaw Peninsula in Michigan, US. Native copper is a polycrystal, with the largest described single crystal measuring 4.4×3.2×3.2 cm.",Multiple chunks of copper,polycrystal
243,Kathmandu,"With the opening of the tourist industry after the change in the political scenario of Nepal in 1950, the hotel industry drastically improved. Now Kathmandu boasts several luxury such as the Hyatt Regency, Dwarika's, theYak & Yeti, The Everest Hotel, Hotel Radisson, Hotel De L'Annapurna, The Malla Hotel, Shangri-La Hotel (which is not operated by the Shangri-La Hotel Group) and The Shanker Hotel. There are several four-star hotels such as Hotel Vaishali, Hotel Narayani, The Blue Star and Grand Hotel. The Garden Hotel, Hotel Ambassador, and Aloha Inn are among the three-star hotels in Kathmandu. Hotels like Hyatt Regency, De L'Annapurna and Hotel Yak & Yeti are among the five-star hotels providing casinos as well.",What are the best rated hotels in Nepal?,"Hotel Vaishali, Hotel Narayani, The Blue Star and Grand Hotel"
244,Great_power,"A great power is a sovereign state that is recognized as having the ability and expertise to exert its influence on a global scale. Great powers characteristically possess military and economic strength, as well as diplomatic and soft power influence, which may cause middle or small powers to consider the great powers' opinions before taking actions of their own. International relations theorists have posited that great power status can be characterized into power capabilities, spatial aspects, and status dimensions. Sometimes the status of great powers is formally recognized in conferences such as the Congress of Vienna or an international structure such as the United Nations Security Council (China, France, Russia, the United Kingdom and the United States serve as the body's five permanent members). At the same time the status of great powers can be informally recognized in a forum such as the G7 which consists of Canada, France, Germany, Italy, Japan, the United Kingdom and the United States of America.","Besides Russia, what country is not part of the G7?",China
245,History_of_India,"The post-Mughal era was dominated by the rise of the Maratha suzerainty as other small regional states (mostly late Mughal tributary states) emerged, and also by the increasing activities of European powers. There is no doubt that the single most important power to emerge in the long twilight of the Mughal dynasty was the Maratha confederacy. The Maratha kingdom was founded and consolidated by Chatrapati Shivaji, a Maratha aristocrat of the Bhonsle clan who was determined to establish Hindavi Swarajya. Sir J.N. Sarkar described Shivaji as ""the last great constructive genius and nation builder that the Hindu race has produced"". However, the credit for making the Marathas formidable power nationally goes to Peshwa Bajirao I. Historian K.K. Datta wrote about Bajirao I:",What dominated the time after the Mughal dynasty?,"rise of the Maratha suzerainty as other small regional states (mostly late Mughal tributary states) emerged, and also by the increasing activities of European powers"
246,Samurai,"In the 1500s a new type of armor started to become popular due to the advent of firearms, new fighting tactics and the need for additional protection. The kozane dou made from individual scales was replaced by plate armor. This new armor, which used iron plated dou (dō), was referred to as Tosei-gusoku, or modern armor. Various other components of armor protected the samurai's body. The helmet kabuto was an important part of the samurai's armor. Samurai armor changed and developed as the methods of samurai warfare changed over the centuries. The known last use of samurai armor occurring in 1877 during the satsuma rebellion. As the last samurai rebellion was crushed, Japan modernized its defenses and turned to a national conscription army that used uniforms.",For what reason are there no more samurai?,the last samurai rebellion was crushed
247,Comprehensive_school,"Finland has used comprehensive schools since the 1970s, in the sense that everyone is expected to complete the nine grades of peruskoulu, from the age 7 to 16. The division to lower comprehensive school (grades 1–6, ala-aste, alakoulu) and upper comprehensive school (grades 7–9, yläaste, yläkoulu) has been discontinued.",How londgdo you have to finish school,16
248,Tuberculosis,"Treatment of TB uses antibiotics to kill the bacteria. Effective TB treatment is difficult, due to the unusual structure and chemical composition of the mycobacterial cell wall, which hinders the entry of drugs and makes many antibiotics ineffective. The two antibiotics most commonly used are isoniazid and rifampicin, and treatments can be prolonged, taking several months. Latent TB treatment usually employs a single antibiotic, while active TB disease is best treated with combinations of several antibiotics to reduce the risk of the bacteria developing antibiotic resistance. People with latent infections are also treated to prevent them from progressing to active TB disease later in life. Directly observed therapy, i.e., having a health care provider watch the person take their medications, is recommended by the WHO in an effort to reduce the number of people not appropriately taking antibiotics. The evidence to support this practice over people simply taking their medications independently is poor. Methods to remind people of the importance of treatment do, however, appear effective.",What is isoniazid used for?,TB treatment
249,Geography_of_the_United_States,"Due to its large size and wide range of geographic features, the United States contains examples of nearly every global climate. The climate is temperate in most areas, subtropical in the Southern United States, tropical in Hawaii and southern Florida, polar in Alaska, semiarid in the Great Plains west of the 100th meridian, Mediterranean in coastal California and arid in the Great Basin. Its comparatively favorable agricultural climate contributed (in part) to the country's rise as a world power, with infrequent severe drought in the major agricultural regions, a general lack of widespread flooding, and a mainly temperate climate that receives adequate precipitation.",What kind of climate regions can you find in the US?,nearly every global climate
250,San_Diego,"As of the Census of 2010, there were 1,307,402 people living in the city of San Diego. That represents a population increase of just under 7% from the 1,223,400 people, 450,691 households, and 271,315 families reported in 2000. The estimated city population in 2009 was 1,306,300. The population density was 3,771.9 people per square mile (1,456.4/km2). The racial makeup of San Diego was 45.1% White, 6.7% African American, 0.6% Native American, 15.9% Asian (5.9% Filipino, 2.7% Chinese, 2.5% Vietnamese, 1.3% Indian, 1.0% Korean, 0.7% Japanese, 0.4% Laotian, 0.3% Cambodian, 0.1% Thai). 0.5% Pacific Islander (0.2% Guamanian, 0.1% Samoan, 0.1% Native Hawaiian), 12.3% from other races, and 5.1% from two or more races. The ethnic makeup of the city was 28.8% Hispanic or Latino (of any race); 24.9% of the total population were Mexican American, and 0.6% were Puerto Rican.",Were more people Korean or Cambodian?,Korean
251,Miami,"Miami is home to one of the largest ports in the United States, the PortMiami. It is the largest cruise ship port in the world. The port is often called the ""Cruise Capital of the World"" and the ""Cargo Gateway of the Americas"". It has retained its status as the number one cruise/passenger port in the world for well over a decade accommodating the largest cruise ships and the major cruise lines. In 2007, the port served 3,787,410 passengers. Additionally, the port is one of the nation's busiest cargo ports, importing 7.8 million tons of cargo in 2007. Among North American ports, it ranks second only to the Port of South Louisiana in New Orleans in terms of cargo tonnage imported/exported from Latin America. The port is on 518 acres (2 km2) and has 7 passenger terminals. China is the port's number one import country, and Honduras is the number one export country. Miami has the world's largest amount of cruise line headquarters, home to: Carnival Cruise Lines, Celebrity Cruises, Norwegian Cruise Line, Oceania Cruises, and Royal Caribbean International. In 2014, the Port of Miami Tunnel was completed and will serve the PortMiami.",What is the busiest cargo port in America?,Port of South Louisiana
252,Egypt,"The Ptolemaic Kingdom was a powerful Hellenistic state, extending from southern Syria in the east, to Cyrene to the west, and south to the frontier with Nubia. Alexandria became the capital city and a centre of Greek culture and trade. To gain recognition by the native Egyptian populace, they named themselves as the successors to the Pharaohs. The later Ptolemies took on Egyptian traditions, had themselves portrayed on public monuments in Egyptian style and dress, and participated in Egyptian religious life.",What did the Ptolemaics get inspiration from?,Egyptian traditions
253,Elevator,"Dumbwaiters are small freight elevators that are intended to carry food, books or other small freight loads rather than passengers. They often connect kitchens to rooms on other floors. they usually do not have the same safety features found in passenger elevators, like various ropes for redundancy. they have a lower capacity, and they can be up to 1 meter (3 ft.) tall. there's a control panel at every stop, that mimics the ones found in passenger elevators, like calling, door control, floor selection.",What is the class of elevator that carries books?,small freight elevators
254,Seven_Years%27_War,"In India, the British retained the Northern Circars, but returned all the French trading ports. The treaty, however, required that the fortifications of these settlements be destroyed and never rebuilt, while only minimal garrisons could be maintained there, thus rendering them worthless as military bases. Combined with the loss of France's ally in Bengal and the defection of Hyderabad to the British as a result of the war, this effectively brought French power in India to an end, making way for British hegemony and eventual control of the subcontinent.",Who did Hyderabad initially ally with?,French
255,Umayyad_Caliphate,"Muawiyah also encouraged peaceful coexistence with the Christian communities of Syria, granting his reign with ""peace and prosperity for Christians and Arabs alike"", and one of his closest advisers was Sarjun, the father of John of Damascus. At the same time, he waged unceasing war against the Byzantine Roman Empire. During his reign, Rhodes and Crete were occupied, and several assaults were launched against Constantinople. After their failure, and faced with a large-scale Christian uprising in the form of the Mardaites, Muawiyah concluded a peace with Byzantium. Muawiyah also oversaw military expansion in North Africa (the foundation of Kairouan) and in Central Asia (the conquest of Kabul, Bukhara, and Samarkand).",Which two groups did Muawiyah want to coexist?,Christians and Arabs
256,Josip_Broz_Tito,"On 6 April 1941, German forces, with Hungarian and Italian assistance, launched an invasion of Yugoslavia. On 10 April 1941, Slavko Kvaternik proclaimed the Independent State of Croatia, and Tito responded by forming a Military Committee within the Central Committee of the Yugoslav Communist Party. Attacked from all sides, the armed forces of the Kingdom of Yugoslavia quickly crumbled. On 17 April 1941, after King Peter II and other members of the government fled the country, the remaining representatives of the government and military met with the German officials in Belgrade. They quickly agreed to end military resistance. On 1 May 1941, Tito issued a pamphlet calling on the people to unite in a battle against the occupation. On 27 June 1941, the Central Committee of the Communist Party of Yugoslavia appointed Tito Commander in Chief of all project national liberation military forces. On 1 July 1941, the Comintern sent precise instructions calling for immediate action.","What happened later, an invasion was launched on Yugoslavia or Slavko Kvaternik proclaimed the Independent State of Croatia?",Slavko Kvaternik proclaimed the Independent State of Croatia
257,Sony_Music_Entertainment,"RCA/Jive Label Group CEO Barry Weiss left the company in March 2011 to become the new CEO of Island Def Jam and Universal Republic, which were both part of Universal Music Group. Weiss had been the RCA/Jive Label Group CEO since 2008 and was head of Jive Records since 1991.",What was Weiss's earliest job listed,head of Jive Records
258,Dominican_Order,"The Dominican Order came into being in the Middle Ages at a time when religion began to be contemplated in a new way. Men of God were no longer expected to stay behind the walls of a cloister. Instead, they travelled among the people, taking as their examples the apostles of the primitive Church. Out of this ideal emerged two orders of mendicant friars: one, the Friars Minor, was led by Francis of Assisi; the other, the Friars Preachers, by Dominic of Guzman. Like his contemporary, Francis, Dominic saw the need for a new type of organization, and the quick growth of the Dominicans and Franciscans during their first century of existence confirms that the orders of mendicant friars met a need.",Where could you find priests a century before the Dominican Order came into being?,behind the walls of a cloister
259,Dwight_D._Eisenhower,"Within months of beginning his tenure as the president of the university, Eisenhower was requested to advise U.S. Secretary of Defense James Forrestal on the unification of the armed services. About six months after his appointment, he became the informal Chairman of the Joint Chiefs of Staff in Washington. Two months later he fell ill, and he spent over a month in recovery at the Augusta National Golf Club. He returned to his post in New York in mid-May, and in July 1949 took a two-month vacation out-of-state. Because the American Assembly had begun to take shape, he traveled around the country during mid-to-late 1950, building financial support from Columbia Associates, an alumni association.","What happened first, Eisenhower became the informal Chairman of the Joint Chiefs of Staff in Washington or he fell ill?",he became the informal Chairman of the Joint Chiefs of Staff in Washington
260,Zhejiang,"At the beginning of the Three Kingdoms era (220–280 CE), Zhejiang was home to the warlords Yan Baihu and Wang Lang prior to their defeat by Sun Ce and Sun Quan, who eventually established the Kingdom of Wu. Despite the removal of their court from Kuaiji to Jianye (present-day Nanjing), they continued development of the region and benefitted from influxes of refugees fleeing the turmoil in northern China. Industrial kilns were established and trade reached as far as Manchuria and Funan (south Vietnam).","Which of the following is NOT a warlord: Yan Baihu, Zhejiang, or Wang Lang?",Zhejiang
261,Virgil,"In the Late Empire and Middle Ages Vergilius was spelled Virgilius. Two explanations are commonly given for this alteration. One deduces a false etymology associated with the word virgo (""maiden"" in Latin) due to Virgil's excessive, ""maiden""-like modesty. Alternatively, some argue that Vergilius was altered to Virgilius by analogy with the Latin virga (""wand"") due to the magical or prophetic powers attributed to Virgil in the Middle Ages (this explanation is found in only a handful of manuscripts, however, and was probably not widespread). In Norman schools (following the French practice), the habit was to anglicize Latin names by dropping their Latin endings, hence Virgil. In the 19th century, some German-trained classicists in the United States suggested modification to Vergil, as it is closer to his original name, and is also the traditional German spelling.[citation needed] Modern usage permits both, though the Oxford guide to style recommends Vergilius to avoid confusion with the 8th-century grammarian Virgilius Maro Grammaticus. Some post-Renaissance writers liked to affect the sobriquet ""The Swan of Mantua"".[citation needed]",What kind of person was Virgil?,"maiden""-like modesty"
262,Idealism,"In philosophy, idealism is the group of philosophies which assert that reality, or reality as we can know it, is fundamentally mental, mentally constructed, or otherwise immaterial. Epistemologically, idealism manifests as a skepticism about the possibility of knowing any mind-independent thing. In a sociological sense, idealism emphasizes how human ideas—especially beliefs and values—shape society. As an ontological doctrine, idealism goes further, asserting that all entities are composed of mind or spirit. Idealism thus rejects physicalist and dualist theories that fail to ascribe priority to the mind.",What overall thing is idealism concerned with?,society
263,Circadian_rhythm,"Light is the signal by which plants synchronize their internal clocks to their environment and is sensed by a wide variety of photoreceptors. Red and blue light are absorbed through several phytochromes and cryptochromes. One phytochrome, phyA, is the main phytochrome in seedlings grown in the dark but rapidly degrades in light to produce Cry1. Phytochromes B–E are more stable with phyB, the main phytochrome in seedlings grown in the light. The cryptochrome (cry) gene is also a light-sensitive component of the circadian clock and is thought to be involved both as a photoreceptor and as part of the clock's endogenous pacemaker mechanism. Cryptochromes 1–2 (involved in blue–UVA) help to maintain the period length in the clock through a whole range of light conditions.",What controls time in the body,circadian clock
264,Nanjing,"According to the Sixth China Census, the total population of the City of Nanjing reached 8.005 million in 2010. The statistics in 2011 estimated the total population to be 8.11 million. The birth rate was 8.86 percent and the death rate was 6.88 percent. The urban area had a population of 6.47 million people. The sex ratio of the city population was 107.31 males to 100 females.","Which was smaller, the birth rate or the death rate?",the death rate
265,History_of_science,"With the fall of the Western Roman Empire, there arose a more diffuse arena for political studies. The rise of monotheism and, particularly for the Western tradition, Christianity, brought to light a new space for politics and political action[citation needed]. During the Middle Ages, the study of politics was widespread in the churches and courts. Works such as Augustine of Hippo's The City of God synthesized current philosophies and political traditions with those of Christianity, redefining the borders between what was religious and what was political. Most of the political questions surrounding the relationship between Church and State were clarified and contested in this period.",What came fromt he new era?,there arose a more diffuse arena for political studies
266,Digestion,"Digestion of some fats can begin in the mouth where lingual lipase breaks down some short chain lipids into diglycerides. However fats are mainly digested in the small intestine. The presence of fat in the small intestine produces hormones that stimulate the release of pancreatic lipase from the pancreas and bile from the liver which helps in the emulsification of fats for absorption of fatty acids. Complete digestion of one molecule of fat (a triglyceride) results a mixture of fatty acids, mono- and di-glycerides, as well as some undigested triglycerides, but no free glycerol molecules.",Where can fats be digested?,the mouth where lingual lipase breaks down some short chain lipids into diglycerides. However fats are mainly digested in the small intestine
267,Swaziland,"Following the elections of 1973, the constitution of Swaziland was suspended by King Sobhuza II who thereafter ruled the country by decree until his death in 1982. At this point Sobhuza II had ruled Swaziland for 61 years, making him the longest ruling monarch in history. A regency followed his death, with Queen Regent Dzeliwe Shongwe being head of state until 1984 when she was removed by Liqoqo and replaced by Queen Mother Ntfombi Tfwala. Mswati III, the son of Ntfombi, was crowned king on 25 April 1986 as King and Ingwenyama of Swaziland.",What kind of government ruled Swaziland?,monarch
